algo1,algo2,method,gamma_pref,treatment_percentage,cluster_shuffle_percentage,TUR_algo_1,TUR_algo_2,graph_cut,TE,Percentage_TE
Random,User,User-corpus,1.0,0.5,0.0,[0.4221731  0.40479499 0.43865043 0.03351394],[0.08632678 0.04268664 0.15695199 0.00086188],0.0,[0.33584632 0.26397407 0.38424204 0.000961  ],[0.79536462 0.62649068 0.89903927 0.00489484]
User,Ideal,User-corpus,1.0,0.5,0.0,[0.08486979 0.04135244 0.14514078 0.00289232],[9.84954133e-01 9.77180754e-01 9.91285403e-01 1.24835885e-05],0.0,[-9.00084348e-01 -9.44401477e-01 -8.40611356e-01  7.72063042e-04],[-11.91070877 -22.83788193  -5.78926733  19.25198459]
User,Random,User-corpus,1.0,0.5,0.0,[0.08572588 0.04311196 0.1473971  0.00296426],[4.22381467e-01 4.04684028e-01 4.40338780e-01 8.24745075e-05],0.0,[-0.33665559 -0.38433225 -0.27144444  0.00088985],[-4.48655983 -8.64492262 -1.85655689  3.44322654]
User,Item,User-corpus,1.0,0.5,0.0,[0.08388261 0.04113164 0.14599722 0.00292037],[0.33113721 0.26120727 0.40490808 0.00127095],0.0,[-0.24725461 -0.34529301 -0.1382883   0.00245117],[-3.43072698 -7.47809375 -1.01587714  2.77577245]
Item,Item,Ref,1.0,0.0,0.9,[0.4522632  0.38357146 0.52200113 0.04080618],[0.45189342 0.37656691 0.52070858 0.04052089],0.0,[ 0.00036978 -0.08235544  0.07451837  0.        ],[-0.00300834 -0.19628647  0.15579351  0.0081475 ]
User,User,Ref,1.0,0.0,0.9,[0.09890271 0.06956845 0.15099601 0.00297662],[0.09824968 0.0700441  0.14087868 0.00262727],0.0,[ 0.00065303 -0.02298073  0.02522869  0.        ],[-0.00172387 -0.25545871  0.21948807  0.01530416]
Random,Random,Ref,1.0,0.0,0.9,[0.47221004 0.45811921 0.48632778 0.04191024],[0.47270137 0.45799799 0.48768301 0.04202283],0.0,[-0.00049132 -0.0211757   0.0223773   0.        ],[-0.00131505 -0.04608157  0.04598976  0.00054949]
Ideal,Ideal,Ref,1.0,0.0,0.9,[0.9994252  0.9984846  1.         0.18723911],[0.99941886 0.99844435 1.         0.1872333 ],0.0,[ 6.33846084e-06 -1.23515024e-03  1.41892103e-03  0.00000000e+00],[ 6.11788997e-06 -1.23667774e-03  1.41892780e-03  4.65922707e-07]
Item,Ideal,Naive,1.0,0.5,0.9,[0.94622947 0.90157946 0.9736463  0.16650761],[0.99945251 0.99844444 1.         0.18723752],0.0,[-0.05322304 -0.0977497  -0.02577171  0.00035894],[-0.05668432 -0.1083655  -0.02646895  0.00047869]
Item,Random,Naive,1.0,0.5,0.9,[0.48692672 0.41623358 0.55760566 0.0469532 ],[0.47230388 0.456275   0.48780944 0.04191923],0.0,[ 0.01462283 -0.05870238  0.08834409  0.00147831],[ 0.02414569 -0.1432253   0.16014823  0.00622149]
Item,User,Naive,1.0,0.5,0.9,[0.41167028 0.32833013 0.48851867 0.0346522 ],[0.32847406 0.22130902 0.43699909 0.02610158],0.0,[ 0.08319622 -0.01650669  0.18669507  0.00269943],[ 0.20052144 -0.03890018  0.43880572  0.01504155]
Ideal,Item,Naive,1.0,0.5,0.9,[0.99940898 0.99834515 1.         0.18721972],[0.94607181 0.89898827 0.97246377 0.16607685],0.0,[0.05333717 0.02713556 0.1004921  0.00032365],[0.05336801 0.0271529  0.10054943 0.00032394]
Ideal,Random,Naive,1.0,0.5,0.9,[0.99941817 0.99838339 1.         0.18722563],[0.47218899 0.4571751  0.48752848 0.04193985],0.0,[5.27229176e-01 5.12035027e-01 5.42345768e-01 5.64507091e-05],[5.27536007e-01 5.12256063e-01 5.42516444e-01 5.63546249e-05]
Ideal,User,Naive,1.0,0.5,0.9,[0.99945523 0.99844948 1.         0.18723849],[0.81111898 0.54356144 0.9242209  0.12730238],0.0,[0.18833625 0.07549599 0.45552088 0.00882189],[0.18844135 0.07553697 0.45593929 0.00883404]
Random,Item,Naive,1.0,0.5,0.9,[0.47245103 0.45832265 0.48744183 0.04200884],[0.48762244 0.41716423 0.55963126 0.0472147 ],0.0,[-0.01517141 -0.09053016  0.05815831  0.00137989],[-0.03244037 -0.19555593  0.12201436  0.0062192 ]
Random,Ideal,Naive,1.0,0.5,0.9,[0.47229979 0.45710594 0.48621444 0.04185557],[0.99942041 0.99837949 1.         0.18722543],0.0,[-5.27120624e-01 -5.42292981e-01 -5.13456197e-01  6.06195225e-05],[-1.11664613 -1.18701089 -1.05595826  0.00122147]
Random,User,Naive,1.0,0.5,0.9,[0.47264671 0.45752865 0.48774404 0.04199944],[0.12034272 0.08769854 0.17850324 0.00417066],0.0,[0.35230398 0.2947014  0.38736509 0.00054762],[0.74536516 0.62580112 0.81579016 0.00227755]
User,Ideal,Naive,1.0,0.5,0.9,[0.81706939 0.55957056 0.93356532 0.12950093],[0.99940446 0.99837963 1.         0.18722345],0.0,[-0.18233507 -0.43912038 -0.0662166   0.00934028],[-0.24595247 -0.78474534 -0.07092873  0.04049165]
User,Random,Naive,1.0,0.5,0.9,[0.12074685 0.08577705 0.17756165 0.0041463 ],[0.4722172  0.45798424 0.48683441 0.04193719],0.0,[-0.35147035 -0.39056203 -0.29128611  0.00061918],[-3.04618615 -4.53376938 -1.65890611  0.53425049]
User,Item,Naive,1.0,0.5,0.9,[0.32756457 0.21539464 0.44168009 0.02659902],[0.4124702  0.33095121 0.49087609 0.03493678],0.0,[-0.08490563 -0.18895208  0.01620602  0.00277973],[-0.29030574 -0.79629075  0.04071511  0.04843584]
Item,Ideal,Split,1.0,0.5,0.9,[0.36513136 0.27306973 0.44883987 0.02848268],[9.99422068e-01 9.98444444e-01 1.00000000e+00 1.84282005e-07],0.0,[-0.63429071 -0.72634823 -0.55001233  0.00195735],[-1.78011149 -2.66116207 -1.22549101  0.13025734]
Item,Random,Split,1.0,0.5,0.9,[0.36739538 0.28030593 0.45464096 0.02911489],[4.72411364e-01 4.56859305e-01 4.88000855e-01 5.78318391e-05],0.0,[-0.10501598 -0.19372972 -0.0153229   0.00207241],[-0.30589075 -0.70116148 -0.03397397  0.02835435]
Item,User,Split,1.0,0.5,0.9,[0.36273702 0.2777551  0.44520158 0.02806195],[0.11592198 0.0653924  0.20208108 0.00129844],0.0,[0.24681505 0.11141559 0.35858214 0.00378402],[0.67322525 0.37765407 0.83480796 0.01389109]
Ideal,Item,Split,1.0,0.5,0.9,[0.99939232 0.99838373 1.         0.18722244],[0.36430091 0.28028848 0.44915123 0.0019044 ],0.0,[0.6350914  0.55040849 0.71906102 0.00190313],[0.63547824 0.55052445 0.71952661 0.00190617]
Ideal,Random,Split,1.0,0.5,0.9,[0.99941311 0.99850427 1.         0.18724005],[4.72077890e-01 4.56943736e-01 4.88022876e-01 5.96657959e-05],0.0,[5.27335220e-01 5.11524276e-01 5.42669148e-01 6.01535396e-05],[5.27644650e-01 5.11750565e-01 5.42931778e-01 5.99187593e-05]
Ideal,User,Split,1.0,0.5,0.9,[0.99944012 0.99853179 1.         0.18724685],[0.11444567 0.06538131 0.19937081 0.00122723],0.0,[0.88499445 0.79998887 0.9341673  0.0012277 ],[0.88549005 0.80050054 0.93458916 0.0012286 ]
Random,Item,Split,1.0,0.5,0.9,[0.47191485 0.45827145 0.48624717 0.04189543],[0.36357165 0.27821995 0.44934817 0.00196892],0.0,[0.10834321 0.01656627 0.192155   0.00201351],[0.2294145  0.03537853 0.40583117 0.00897023]
Random,Ideal,Split,1.0,0.5,0.9,[0.47193697 0.45681748 0.4866712  0.04184953],[9.99426689e-01 9.98444444e-01 1.00000000e+00 1.75909503e-07],0.0,[-5.27489719e-01 -5.42692238e-01 -5.12705451e-01  5.94466510e-05],[-1.11827552 -1.18802104 -1.05310757  0.00119877]
Random,User,Split,1.0,0.5,0.9,[0.47206436 0.45579697 0.48670749 0.04180715],[0.11778886 0.06559524 0.20619065 0.00136914],0.0,[0.35427551 0.26554688 0.40796334 0.00140637],[0.75046807 0.56506452 0.85927527 0.00613379]
User,Ideal,Split,1.0,0.5,0.9,[0.1187687  0.06862473 0.20876911 0.00579093],[9.99404737e-01 9.98411872e-01 1.00000000e+00 1.79601642e-07],0.0,[-0.88063604 -0.92979656 -0.78999437  0.00139637],[ -8.19419893 -13.54914485  -3.78405944   7.06588938]
User,Random,Split,1.0,0.5,0.9,[0.11578079 0.06337405 0.19958861 0.00534886],[4.71977847e-01 4.56916100e-01 4.87150654e-01 5.85722830e-05],0.0,[-0.35619705 -0.41007159 -0.27078658  0.00139777],[-3.46564651 -6.40455378 -1.34262663  1.74381938]
User,Item,Split,1.0,0.5,0.9,[0.11712049 0.06323333 0.20102789 0.00544122],[0.36561755 0.2785     0.44889216 0.00200016],0.0,[-0.24849706 -0.3582575  -0.116       0.00388806],[-2.44295964 -5.11324341 -0.60581428  1.43839053]
Item,Ideal,Cluster,1.0,0.51,0.9,[0.94730901 0.90637017 0.97463993 0.16724425],[0.99940275 0.9984127  1.         0.18722735],0.4819601751908631,[-0.05209374 -0.08252729 -0.02750224  0.00092747],[-0.05538843 -0.10267571 -0.02499677  0.00043361]
Item,Random,Cluster,1.0,0.45,0.9,[0.48693076 0.41194415 0.55894886 0.04697771],[0.47245117 0.45699534 0.48622388 0.04185946],0.4142956790840329,[ 0.01447959 -0.04967033  0.07471698  0.00196721],[ 0.02403813 -0.15097059  0.16014253  0.00600297]
Item,User,Cluster,1.0,0.5,0.9,[0.41359747 0.33332285 0.49048524 0.03498741],[0.33453898 0.22797301 0.43520833 0.02610821],0.4936685285926463,[0.07905849 0.0025187  0.16837167 0.00474675],[ 0.18896124 -0.03591849  0.42501008  0.01381797]
Ideal,Item,Cluster,1.0,0.47,0.9,[0.99942312 0.99844444 1.         0.18723385],[0.94724224 0.90442593 0.9724582  0.16675166],0.4936403024287205,[0.05218088 0.02978902 0.08668608 0.00100337],[0.05221007 0.02681376 0.09497041 0.00032685]
Ideal,Random,Cluster,1.0,0.42,0.9,[0.99944102 0.9984846  1.         0.18724109],[0.4722543  0.45781595 0.48606187 0.04187954],0.45623998139300853,[0.52718672 0.51521167 0.53910438 0.05217867],[5.27481351e-01 5.13666723e-01 5.41962388e-01 5.44227383e-05]
Ideal,User,Cluster,1.0,0.46,0.9,[0.99944487 0.99851852 1.         0.18724579],[0.81283255 0.5500044  0.93248792 0.12890156],0.46071346619629255,[0.18661231 0.07622443 0.40074537 0.02278647],[0.18671248 0.0666803  0.44962337 0.01043633]
Random,Item,Cluster,1.0,0.46,0.9,[0.47246571 0.45801753 0.48750204 0.0419979 ],[0.48726995 0.41633229 0.55986536 0.04719486],0.41052296109961833,[-0.01480424 -0.07767704  0.04609603  0.00195996],[-0.03155944 -0.19431588  0.11970136  0.00611296]
Random,Ideal,Cluster,1.0,0.49,0.9,[0.47212134 0.45729764 0.48733599 0.04192935],[0.99942712 0.99858156 1.         0.18725142],0.4602624248860713,[-0.52730579 -0.53977933 -0.51434051  0.05218313],[-1.11745208 -1.18489245 -1.05105094  0.00119687]
Random,User,Cluster,1.0,0.47,0.9,[0.4723685  0.45799636 0.4879127  0.04201841],[0.11939325 0.08849848 0.16921544 0.00379204],0.42201385924330814,[0.35297525 0.3128803  0.38424179 0.02361281],[0.74710678 0.64079653 0.81283992 0.00197839]
User,Ideal,Cluster,1.0,0.51,0.9,[0.83005118 0.62392671 0.92056906 0.12902465],[0.99943595 0.99847339 1.         0.18723906],0.4638816350782764,[-0.16938477 -0.30557971 -0.08740741  0.01266117],[-0.21497992 -0.60202452 -0.08605665  0.01669014]
User,Random,Cluster,1.0,0.46,0.9,[0.12020908 0.08787385 0.17319979 0.00395652],[0.47237158 0.45717088 0.48842593 0.04201036],0.42358362844192904,[-0.3521625  -0.38378226 -0.30960587  0.02346725],[-3.05214909 -4.40765007 -1.70253469  0.47247059]
User,Item,Cluster,1.0,0.46,0.9,[0.32626545 0.214451   0.42884425 0.02533344],[0.4103806  0.32947351 0.4865129  0.03441646],0.48953772923263816,[-0.08411515 -0.16589545 -0.00272583  0.00465879],[-0.28579962 -0.80774545  0.02501963  0.04396588]
Item,Ideal,User-corpus,1.0,0.5,0.9,[0.32928474 0.2656561  0.39759282 0.02270022],[9.85114868e-01 9.78014184e-01 9.91436887e-01 1.22727169e-05],0.0,[-0.65583013 -0.71770794 -0.58820129  0.00110483],[-2.02317445 -2.69852176 -1.48553755  0.09661927]
Item,Random,User-corpus,1.0,0.5,0.9,[0.32912101 0.26540553 0.39570673 0.02255102],[4.22345608e-01 4.04936343e-01 4.40663909e-01 7.92101271e-05],0.0,[-0.0932246  -0.16127078 -0.02007709  0.00125208],[-0.29714655 -0.60519544 -0.0516396   0.01955484]
Item,User,User-corpus,1.0,0.5,0.9,[0.32926571 0.2648915  0.39750326 0.02268616],[0.08567964 0.04328487 0.14887044 0.00078879],0.0,[0.24358608 0.14627238 0.33115465 0.00224796],[0.73560418 0.50272148 0.87392346 0.00912173]
Ideal,Item,User-corpus,1.0,0.5,0.9,[0.98518381 0.97750413 0.99196217 0.18190027],[0.33053444 0.26426505 0.39956152 0.00122714],0.0,[0.65464937 0.58518026 0.71999087 0.00120599],[0.66450777 0.59402659 0.73138848 0.001254  ]
Ideal,Random,User-corpus,1.0,0.5,0.9,[0.98508928 0.97799444 0.99153468 0.18189314],[4.22569977e-01 4.04538201e-01 4.40227305e-01 8.09161033e-05],0.0,[5.62519302e-01 5.42744332e-01 5.84088143e-01 1.12266276e-04],[5.71018592e-01 5.52797800e-01 5.90992700e-01 9.39995423e-05]
Ideal,User,User-corpus,1.0,0.5,0.9,[0.98514082 0.97777233 0.9914537  0.18186268],[0.08520923 0.04262944 0.14581361 0.00077347],0.0,[8.99931599e-01 8.40547541e-01 9.42830078e-01 7.63381726e-04],[9.13515930e-01 8.51878759e-01 9.56769983e-01 7.94605301e-04]
Random,Item,User-corpus,1.0,0.5,0.9,[0.42231997 0.40393318 0.43877834 0.03349161],[0.32968316 0.26615873 0.39369212 0.00107668],0.0,[0.09263681 0.02707899 0.15795441 0.00116125],[0.21898452 0.06418858 0.37017602 0.00632698]
Random,Ideal,User-corpus,1.0,0.5,0.9,[0.42254808 0.40544662 0.44066905 0.03368653],[9.85036237e-01 9.78054167e-01 9.91837113e-01 1.23737755e-05],0.0,[-5.62488161e-01 -5.81957783e-01 -5.43047567e-01  1.05689030e-04],[-1.33224413 -1.43373993 -1.23335918  0.00265058]
Random,User,User-corpus,1.0,0.5,0.9,[0.422223   0.40530273 0.43985617 0.03361295],[0.08413437 0.03953136 0.1490122  0.00080713],0.0,[0.33808863 0.26832879 0.38717803 0.00092003],[0.8005482  0.64327663 0.90596589 0.00459161]
User,Ideal,User-corpus,1.0,0.5,0.9,[0.08372252 0.03936959 0.14735698 0.00299696],[9.85043433e-01 9.77386977e-01 9.91525935e-01 1.32503112e-05],0.0,[-9.01320915e-01 -9.46359750e-01 -8.36110666e-01  7.97101919e-04],[-12.18102765 -23.93488457  -5.6934546   21.849938  ]
User,Random,User-corpus,1.0,0.5,0.9,[0.08591565 0.04310404 0.15140985 0.00312605],[4.22000851e-01 4.04560365e-01 4.38888889e-01 7.82269113e-05],0.0,[-0.3360852  -0.38404062 -0.26606737  0.00092601],[-4.46496134 -8.75055509 -1.74541695  3.46294475]
User,Item,User-corpus,1.0,0.5,0.9,[0.08613685 0.04159845 0.14758937 0.00299542],[0.33048548 0.26743038 0.39341263 0.00109029],0.0,[-0.24434863 -0.33452246 -0.14840164  0.00224719],[-3.31309367 -7.37822936 -1.09157996  2.74213921]
Item,Item,Ref,1.0,0.0,0.4,[0.4522632  0.38357146 0.52200113 0.04080618],[0.45189342 0.37656691 0.52070858 0.04052089],0.0,[ 0.00036978 -0.08235544  0.07451837  0.        ],[-0.00300834 -0.19628647  0.15579351  0.0081475 ]
User,User,Ref,1.0,0.0,0.4,[0.09890271 0.06956845 0.15099601 0.00297662],[0.09824968 0.0700441  0.14087868 0.00262727],0.0,[ 0.00065303 -0.02298073  0.02522869  0.        ],[-0.00172387 -0.25545871  0.21948807  0.01530416]
Random,Random,Ref,1.0,0.0,0.4,[0.47221004 0.45811921 0.48632778 0.04191024],[0.47270137 0.45799799 0.48768301 0.04202283],0.0,[-0.00049132 -0.0211757   0.0223773   0.        ],[-0.00131505 -0.04608157  0.04598976  0.00054949]
Ideal,Ideal,Ref,1.0,0.0,0.4,[0.9994252  0.9984846  1.         0.18723911],[0.99941886 0.99844435 1.         0.1872333 ],0.0,[ 6.33846084e-06 -1.23515024e-03  1.41892103e-03  0.00000000e+00],[ 6.11788997e-06 -1.23667774e-03  1.41892780e-03  4.65922707e-07]
Item,Ideal,Naive,1.0,0.5,0.4,[0.94622947 0.90157946 0.9736463  0.16650761],[0.99945251 0.99844444 1.         0.18723752],0.0,[-0.05322304 -0.0977497  -0.02577171  0.00035894],[-0.05668432 -0.1083655  -0.02646895  0.00047869]
Item,Random,Naive,1.0,0.5,0.4,[0.48692672 0.41623358 0.55760566 0.0469532 ],[0.47230388 0.456275   0.48780944 0.04191923],0.0,[ 0.01462283 -0.05870238  0.08834409  0.00147831],[ 0.02414569 -0.1432253   0.16014823  0.00622149]
Item,User,Naive,1.0,0.5,0.4,[0.41167028 0.32833013 0.48851867 0.0346522 ],[0.32847406 0.22130902 0.43699909 0.02610158],0.0,[ 0.08319622 -0.01650669  0.18669507  0.00269943],[ 0.20052144 -0.03890018  0.43880572  0.01504155]
Ideal,Item,Naive,1.0,0.5,0.4,[0.99940898 0.99834515 1.         0.18721972],[0.94607181 0.89898827 0.97246377 0.16607685],0.0,[0.05333717 0.02713556 0.1004921  0.00032365],[0.05336801 0.0271529  0.10054943 0.00032394]
Ideal,Random,Naive,1.0,0.5,0.4,[0.99941817 0.99838339 1.         0.18722563],[0.47218899 0.4571751  0.48752848 0.04193985],0.0,[5.27229176e-01 5.12035027e-01 5.42345768e-01 5.64507091e-05],[5.27536007e-01 5.12256063e-01 5.42516444e-01 5.63546249e-05]
Ideal,User,Naive,1.0,0.5,0.4,[0.99945523 0.99844948 1.         0.18723849],[0.81111898 0.54356144 0.9242209  0.12730238],0.0,[0.18833625 0.07549599 0.45552088 0.00882189],[0.18844135 0.07553697 0.45593929 0.00883404]
Random,Item,Naive,1.0,0.5,0.4,[0.47245103 0.45832265 0.48744183 0.04200884],[0.48762244 0.41716423 0.55963126 0.0472147 ],0.0,[-0.01517141 -0.09053016  0.05815831  0.00137989],[-0.03244037 -0.19555593  0.12201436  0.0062192 ]
Random,Ideal,Naive,1.0,0.5,0.4,[0.47229979 0.45710594 0.48621444 0.04185557],[0.99942041 0.99837949 1.         0.18722543],0.0,[-5.27120624e-01 -5.42292981e-01 -5.13456197e-01  6.06195225e-05],[-1.11664613 -1.18701089 -1.05595826  0.00122147]
Random,User,Naive,1.0,0.5,0.4,[0.47264671 0.45752865 0.48774404 0.04199944],[0.12034272 0.08769854 0.17850324 0.00417066],0.0,[0.35230398 0.2947014  0.38736509 0.00054762],[0.74536516 0.62580112 0.81579016 0.00227755]
User,Ideal,Naive,1.0,0.5,0.4,[0.81706939 0.55957056 0.93356532 0.12950093],[0.99940446 0.99837963 1.         0.18722345],0.0,[-0.18233507 -0.43912038 -0.0662166   0.00934028],[-0.24595247 -0.78474534 -0.07092873  0.04049165]
User,Random,Naive,1.0,0.5,0.4,[0.12074685 0.08577705 0.17756165 0.0041463 ],[0.4722172  0.45798424 0.48683441 0.04193719],0.0,[-0.35147035 -0.39056203 -0.29128611  0.00061918],[-3.04618615 -4.53376938 -1.65890611  0.53425049]
User,Item,Naive,1.0,0.5,0.4,[0.32756457 0.21539464 0.44168009 0.02659902],[0.4124702  0.33095121 0.49087609 0.03493678],0.0,[-0.08490563 -0.18895208  0.01620602  0.00277973],[-0.29030574 -0.79629075  0.04071511  0.04843584]
Item,Ideal,Split,1.0,0.5,0.4,[0.36513136 0.27306973 0.44883987 0.02848268],[9.99422068e-01 9.98444444e-01 1.00000000e+00 1.84282005e-07],0.0,[-0.63429071 -0.72634823 -0.55001233  0.00195735],[-1.78011149 -2.66116207 -1.22549101  0.13025734]
Item,Random,Split,1.0,0.5,0.4,[0.36739538 0.28030593 0.45464096 0.02911489],[4.72411364e-01 4.56859305e-01 4.88000855e-01 5.78318391e-05],0.0,[-0.10501598 -0.19372972 -0.0153229   0.00207241],[-0.30589075 -0.70116148 -0.03397397  0.02835435]
Item,User,Split,1.0,0.5,0.4,[0.36273702 0.2777551  0.44520158 0.02806195],[0.11592198 0.0653924  0.20208108 0.00129844],0.0,[0.24681505 0.11141559 0.35858214 0.00378402],[0.67322525 0.37765407 0.83480796 0.01389109]
Ideal,Item,Split,1.0,0.5,0.4,[0.99939232 0.99838373 1.         0.18722244],[0.36430091 0.28028848 0.44915123 0.0019044 ],0.0,[0.6350914  0.55040849 0.71906102 0.00190313],[0.63547824 0.55052445 0.71952661 0.00190617]
Ideal,Random,Split,1.0,0.5,0.4,[0.99941311 0.99850427 1.         0.18724005],[4.72077890e-01 4.56943736e-01 4.88022876e-01 5.96657959e-05],0.0,[5.27335220e-01 5.11524276e-01 5.42669148e-01 6.01535396e-05],[5.27644650e-01 5.11750565e-01 5.42931778e-01 5.99187593e-05]
Ideal,User,Split,1.0,0.5,0.4,[0.99944012 0.99853179 1.         0.18724685],[0.11444567 0.06538131 0.19937081 0.00122723],0.0,[0.88499445 0.79998887 0.9341673  0.0012277 ],[0.88549005 0.80050054 0.93458916 0.0012286 ]
Random,Item,Split,1.0,0.5,0.4,[0.47191485 0.45827145 0.48624717 0.04189543],[0.36357165 0.27821995 0.44934817 0.00196892],0.0,[0.10834321 0.01656627 0.192155   0.00201351],[0.2294145  0.03537853 0.40583117 0.00897023]
Random,Ideal,Split,1.0,0.5,0.4,[0.47193697 0.45681748 0.4866712  0.04184953],[9.99426689e-01 9.98444444e-01 1.00000000e+00 1.75909503e-07],0.0,[-5.27489719e-01 -5.42692238e-01 -5.12705451e-01  5.94466510e-05],[-1.11827552 -1.18802104 -1.05310757  0.00119877]
Random,User,Split,1.0,0.5,0.4,[0.47206436 0.45579697 0.48670749 0.04180715],[0.11778886 0.06559524 0.20619065 0.00136914],0.0,[0.35427551 0.26554688 0.40796334 0.00140637],[0.75046807 0.56506452 0.85927527 0.00613379]
User,Ideal,Split,1.0,0.5,0.4,[0.1187687  0.06862473 0.20876911 0.00579093],[9.99404737e-01 9.98411872e-01 1.00000000e+00 1.79601642e-07],0.0,[-0.88063604 -0.92979656 -0.78999437  0.00139637],[ -8.19419893 -13.54914485  -3.78405944   7.06588938]
User,Random,Split,1.0,0.5,0.4,[0.11578079 0.06337405 0.19958861 0.00534886],[4.71977847e-01 4.56916100e-01 4.87150654e-01 5.85722830e-05],0.0,[-0.35619705 -0.41007159 -0.27078658  0.00139777],[-3.46564651 -6.40455378 -1.34262663  1.74381938]
User,Item,Split,1.0,0.5,0.4,[0.11712049 0.06323333 0.20102789 0.00544122],[0.36561755 0.2785     0.44889216 0.00200016],0.0,[-0.24849706 -0.3582575  -0.116       0.00388806],[-2.44295964 -5.11324341 -0.60581428  1.43839053]
Item,Ideal,Cluster,1.0,0.55,0.4,[0.92009895 0.84073899 0.9643315  0.15668056],[0.99941037 0.99819108 1.         0.18720073],0.4381930684347979,[-0.07931142 -0.14286795 -0.03883432  0.00279441],[-0.08764339 -0.18896817 -0.03653916  0.00164844]
Item,Random,Cluster,1.0,0.47,0.4,[0.49771085 0.41397771 0.57275584 0.04906227],[0.47263956 0.45743591 0.48736383 0.04196893],0.3775994205629805,[ 0.02507129 -0.04696435  0.09154716  0.00250054],[ 0.0436615  -0.14879965  0.17470311  0.00699593]
Item,User,Cluster,1.0,0.54,0.4,[0.41809352 0.33531869 0.50613636 0.0366998 ],[0.31466798 0.21305138 0.41378194 0.02350404],0.47809223128534767,[0.10342554 0.01738083 0.18881298 0.00567081],[0.24409496 0.00754888 0.48359628 0.0143363 ]
Ideal,Item,Cluster,1.0,0.45,0.4,[0.99943558 0.99829012 1.         0.1872162 ],[0.93084212 0.84563417 0.96974645 0.15913439],0.44509467438968336,[0.06859346 0.03340961 0.13176316 0.00238028],[0.06863216 0.02938937 0.15396581 0.00093624]
Ideal,Random,Cluster,1.0,0.53,0.4,[0.99943752 0.99843985 1.         0.18723508],[0.47228887 0.45767904 0.48739583 0.0419629 ],0.420848211216761,[0.52714865 0.51445547 0.53972377 0.0521756 ],[5.27444937e-01 5.12278100e-01 5.41867140e-01 6.00771548e-05]
Ideal,User,Cluster,1.0,0.48,0.4,[0.99942387 0.99830871 1.         0.18721705],[0.71254289 0.34716838 0.89845134 0.11921446],0.44756799989231716,[0.28688098 0.11235957 0.6010537  0.05151094],[0.28705665 0.10128866 0.65255612 0.02254604]
Random,Item,Cluster,1.0,0.52,0.4,[0.4721222  0.45811432 0.48675236 0.0419329 ],[0.496336   0.41345833 0.57864512 0.0495661 ],0.3815652464955242,[-0.0242138  -0.09236986  0.04890289  0.00259121],[-0.05165509 -0.22939243  0.12615461  0.00834487]
Random,Ideal,Cluster,1.0,0.49,0.4,[0.47225894 0.45777778 0.48708206 0.04194538],[0.99940978 0.99822145 1.         0.18720443],0.41754251133706166,[-0.52715085 -0.53996356 -0.51465741  0.0522051 ],[-1.11676894e+00 -1.18308626e+00 -1.05092241e+00  1.14200439e-03]
Random,User,Cluster,1.0,0.48,0.4,[0.47202024 0.45534498 0.48712348 0.04180922],[0.12408162 0.08416065 0.19527433 0.00497623],0.3992751815874751,[0.34793862 0.29311524 0.38683326 0.02311995],[0.73699971 0.58648316 0.82316851 0.00359915]
User,Ideal,Cluster,1.0,0.49,0.4,[0.72943637 0.45606371 0.89172963 0.11413311],[0.99942536 0.99825708 1.         0.18721081],0.45070445000318443,[-0.26998899 -0.49488648 -0.12023725  0.03410189],[-0.41352193 -1.19076361 -0.12099581  0.08073195]
User,Random,Cluster,1.0,0.49,0.4,[0.12165662 0.08744055 0.17801985 0.00416809],[0.47260332 0.45772656 0.48796389 0.04202174],0.4036857801971233,[-0.3509467  -0.38467568 -0.30416521  0.02334147],[-3.01448119 -4.42128876 -1.64594493  0.50274963]
User,Item,Cluster,1.0,0.51,0.4,[0.31000048 0.20530117 0.40914676 0.02299968],[0.41713388 0.33586939 0.49239259 0.03537667],0.47449827709607467,[-0.1071334  -0.19639507 -0.01633694  0.00618425],[-0.38228444 -0.97919803  0.01220219  0.06303229]
Item,Ideal,User-corpus,1.0,0.5,0.4,[0.32933867 0.25368764 0.39449234 0.02238998],[9.85164038e-01 9.77524621e-01 9.91717524e-01 1.25282312e-05],0.0,[-0.65582537 -0.72986322 -0.58920256  0.00120901],[-2.02694122 -2.87509999 -1.49224407  0.11494617]
Item,Random,User-corpus,1.0,0.5,0.4,[0.33182909 0.27112635 0.40044444 0.02306824],[4.22275086e-01 4.05555556e-01 4.39139828e-01 7.32219052e-05],0.0,[-0.09044599 -0.15227271 -0.01651121  0.00119408],[-0.28544405 -0.55319597 -0.03960577  0.01752299]
Item,User,User-corpus,1.0,0.5,0.4,[0.32941186 0.2579078  0.40174873 0.02296664],[0.08313561 0.04102304 0.14531892 0.0007682 ],0.0,[0.24627625 0.14772233 0.33910276 0.0024113 ],[0.74284255 0.52573805 0.88187548 0.00923479]
Ideal,Item,User-corpus,1.0,0.5,0.4,[0.98516067 0.97820076 0.99151592 0.18192426],[0.32786583 0.25842089 0.3980096  0.00125439],0.0,[0.65729485 0.5891     0.72695962 0.00123323],[0.6672085  0.59732408 0.73738596 0.00128273]
