algo1,algo2,method,gamma_pref,treatment_percentage,Unnamed: 0,TUR_algo_1,TUR_algo_2,graph_cut,TE,Percentage_TE
User,Item,Naive,100.0,0.5,223,[0.63496126 0.60391999 0.66540939],[0.72183962 0.67845805 0.76431713],0.4988277662564807,[-0.08687836 -0.1320866  -0.04103211  0.00053955],[-0.13743523 -0.21315436 -0.06362107  0.00162592]
Item,Ideal,Split,100.0,0.5,224,[0.59793754 0.54997354 0.64289542],[0.98112799 0.9769388  0.98526699],0.0,[-0.38319045 -0.43250416 -0.33917987  0.00056678],[-0.64349049 -0.78385711 -0.52761312  0.00439925]
Item,Random,Split,100.0,0.5,225,[0.59914157 0.55022569 0.64254576],[0.35227596 0.34197468 0.36261087],0.0,[0.24686561 0.19962253 0.29529553 0.00059567],[0.41110479 0.36169037 0.45832709 0.00064714]
Item,User,Split,100.0,0.5,226,[0.59964633 0.55123821 0.64466012],[0.57102338 0.5312001  0.60632427],0.0,[ 0.02862295 -0.04607559  0.10098243  0.00140736],[ 0.04562154 -0.08467714  0.15978122  0.00364527]
Ideal,Item,Split,100.0,0.5,227,[0.98113088 0.97666425 0.98541667],[0.59896236 0.55085953 0.63913442],0.0,[0.38216852 0.34211497 0.43077813 0.00051158],[0.38951641 0.34859612 0.43848574 0.00054143]
Ideal,Random,Split,100.0,0.5,228,[0.98128322 0.9771582  0.98527287],[0.35210035 0.33950511 0.36352487],0.0,[6.29182870e-01 6.17019970e-01 6.42224280e-01 4.13406681e-05],[6.41179945e-01 6.29502246e-01 6.54120088e-01 3.66459899e-05]
Ideal,User,Split,100.0,0.5,229,[0.98120884 0.97681003 0.98527148],[0.57072928 0.53200742 0.60484552],0.0,[4.10479560e-01 3.75011850e-01 4.49306410e-01 3.59204605e-04],[4.18335583e-01 3.83152745e-01 4.57408233e-01 3.82896701e-04]
Random,Item,Split,100.0,0.5,230,[0.35213225 0.34204611 0.36227163],[0.59888952 0.55359512 0.64308373],0.0,[-0.24675727 -0.29444879 -0.20232504  0.00055229],[-0.70112355 -0.84149217 -0.56587975  0.00508688]
Random,Ideal,Split,100.0,0.5,231,[0.35220224 0.34094587 0.36358078],[0.98113957 0.97680177 0.98526739],0.0,[-6.28937330e-01 -6.40812960e-01 -6.16799770e-01  3.75255944e-05],[-1.78648813 -1.8772148  -1.69491096  0.00219134]
Random,User,Split,100.0,0.5,232,[0.35235155 0.34166667 0.36278385],[0.57073746 0.53029777 0.607635  ],0.0,[-0.21838591 -0.25744158 -0.17644444  0.00042694],[-0.62022806 -0.73749172 -0.49544152  0.00387001]
User,Ideal,Split,100.0,0.5,233,[0.56951565 0.53120695 0.60701839],[0.98114308 0.9766661  0.98518707],0.0,[-4.11627430e-01 -4.50679110e-01 -3.73629420e-01  3.86339984e-04],[-0.7249205  -0.84858358 -0.61744845  0.00379192]
User,Random,Split,100.0,0.5,234,[0.57004603 0.53041268 0.6053525 ],[0.35224513 0.34113918 0.36270306],0.0,[0.2178009  0.1750406  0.25610979 0.0004277 ],[0.38133819 0.33054944 0.4238504  0.00058045]
User,Item,Split,100.0,0.5,235,[0.57085987 0.52763002 0.60720504],[0.59815026 0.54727985 0.64468612],0.0,[-0.02729039 -0.10254085  0.04625097  0.00144074],[-0.04974956 -0.19409862  0.07620329  0.00460566]
Item,Ideal,Cluster,100.0,0.5,236,[0.67091089 0.61897113 0.72441386],[0.98107627 0.97106289 0.99166667],0.0966688444761186,[-0.31016538 -0.3558087  -0.26625166  0.00052195],[-0.46465764 -0.58638361 -0.35161476  0.00349161]
Item,Random,Cluster,100.0,0.59,237,[0.66221747 0.61303406 0.71610033],[0.3518227  0.32570595 0.37963435],0.1230648037012745,[0.31039476 0.25949428 0.36052486 0.00066425],[0.46783726 0.40366126 0.52693376 0.00101227]
Item,User,Cluster,100.0,0.52,238,[0.66721566 0.61705722 0.71533889],[0.64184076 0.59790965 0.6854932 ],0.1227499526284287,[ 0.02537491 -0.03639589  0.08674679  0.00098684],[ 0.03633622 -0.07576238  0.13880344  0.00316607]
Ideal,Item,Cluster,100.0,0.46,239,[0.9812707  0.97097418 0.99200235],[0.67096663 0.62020933 0.7224628 ],0.0959155054433808,[0.31030407 0.26638844 0.35486138 0.00050939],[0.31620893 0.26205865 0.3674473  0.00071721]
Ideal,Random,Cluster,100.0,0.5,240,[0.98126288 0.97110995 0.99234641],[0.35221715 0.32539429 0.37940299],0.0946877072721663,[6.2904572e-01 6.0244255e-01 6.5569192e-01 1.8452568e-04],[6.41021798e-01 6.12888301e-01 6.69019756e-01 2.43006173e-04]
Ideal,User,Cluster,100.0,0.5,241,[0.98124887 0.97119136 0.99154737],[0.64242076 0.59786884 0.68452491],0.0873694929869473,[0.33882811 0.30061733 0.37709738 0.00038065],[0.34526745 0.3010604  0.39103622 0.00052842]
Random,Item,Cluster,100.0,0.42,242,[0.35236004 0.32522995 0.37995865],[0.66211688 0.61786871 0.71090833],0.1224090948593051,[-0.30975684 -0.35762088 -0.261306    0.00060369],[-0.88280831 -1.09821323 -0.67454003  0.01229375]
Random,Ideal,Cluster,100.0,0.49,243,[0.35213587 0.32565404 0.37987736],[0.9814299  0.97119136 0.99203646],0.0942036630820218,[-6.29294020e-01 -6.57065240e-01 -6.01799670e-01  1.98763746e-04],[-1.79195377 -2.02339115 -1.57699641  0.01447226]
Random,User,Cluster,100.0,0.52,244,[0.35317609 0.32499466 0.37987269],[0.638133   0.59486715 0.6794898 ],0.1143471893468811,[-0.28495691 -0.33192041 -0.24035147  0.00054566],[-0.81040457 -1.01956413 -0.62005205  0.01118324]
User,Ideal,Cluster,100.0,0.54,245,[0.64189607 0.59545918 0.69017628],[0.98143414 0.97090909 0.99185256],0.0875131734387811,[-0.33953807 -0.37788088 -0.29858586  0.00040918],[-0.53097933 -0.64606445 -0.41925118  0.00322449]
